id,slug,name,product_image,small_description,quantity,description,original_price,selling_price,status,trending,tag,meta_title,meta_keywords,meta_description,created_at,Category_id
699,Hero Honda CBZ,Hero Honda CBZ,Individual,1st owner,20000,,10000,10000,0,,,Hero Honda CBZ,Hero Honda CBZ,,,
700,Bajaj Pulsar 135 LS,Bajaj Pulsar 135 LS,Individual,4th owner,48000,,45000,45000,0,,,Bajaj Pulsar 135 LS,Bajaj Pulsar 135 LS,,,
701,Yamaha Fazer 25,Yamaha Fazer 25,Individual,1st owner,14000,64589,145000,145000,0,,,Yamaha Fazer 25,Yamaha Fazer 25,,,
702,Honda CB Unicorn 150,Honda CB Unicorn 150,Individual,2nd owner,4100,142680,45000,45000,0,,,Honda CB Unicorn 150,Honda CB Unicorn 150,,,
703,Honda Activa 5G,Honda Activa 5G,Individual,2nd owner,50000,74295,65000,65000,0,,,Honda Activa 5G,Honda Activa 5G,,,
704,Bajaj Pulsar 135 LS,Bajaj Pulsar 135 LS,Individual,1st owner,3025,59422,20000,20000,0,,,Bajaj Pulsar 135 LS,Bajaj Pulsar 135 LS,,,
705,Hero Duet,Hero Duet,Individual,1st owner,60000,64589,37000,37000,0,,,Hero Duet,Hero Duet,,,
706,Hero Splendor NXG,Hero Splendor NXG,Individual,1st owner,6000,50280,18000,18000,0,,,Hero Splendor NXG,Hero Splendor NXG,,,
707,Hero Glamour 125,Hero Glamour 125,Individual,1st owner,35000,44814,25000,25000,0,,,Hero Glamour 125,Hero Glamour 125,,,
708,Honda Activa 5G,Honda Activa 5G,Individual,1st owner,50000,61600,46000,46000,0,,,Honda Activa 5G,Honda Activa 5G,,,
709,Yamaha Fascino 110,Yamaha Fascino 110,Individual,1st owner,10000,57557,55000,55000,0,,,Yamaha Fascino 110,Yamaha Fascino 110,,,
710,Bajaj V15,Bajaj V15,Individual,1st owner,7000,57112,40000,40000,0,,,Bajaj V15,Bajaj V15,,,
711,Hero Honda Passion PRO [2012],Hero Honda Passion PRO [2012],Individual,1st owner,34000,67187,25000,25000,0,,,Hero Honda Passion PRO [2012],Hero Honda Passion PRO [2012],,,
712,Honda Activa [2000-2015],Honda Activa [2000-2015],Individual,2nd owner,20000,,25000,25000,0,,,Honda Activa [2000-2015],Honda Activa [2000-2015],,,
713,Bajaj Xcd,Bajaj Xcd,Individual,1st owner,38000,50267,15000,15000,0,,,Bajaj Xcd,Bajaj Xcd,,,
714,Bajaj Pulsar NS160,Bajaj Pulsar NS160,Individual,1st owner,100000,,70000,70000,0,,,Bajaj Pulsar NS160,Bajaj Pulsar NS160,,,
715,Honda CB Hornet 160R,Honda CB Hornet 160R,Individual,1st owner,20000,,70000,70000,0,,,Honda CB Hornet 160R,Honda CB Hornet 160R,,,
716,Yamaha RXG,Yamaha RXG,Individual,1st owner,240000,92210,25000,25000,0,,,Yamaha RXG,Yamaha RXG,,,
717,TVS Streak,TVS Streak,Individual,1st owner,45354,,10000,10000,0,,,TVS Streak,TVS Streak,,,
718,Bajaj Pulsar RS 200,Bajaj Pulsar RS 200,Individual,1st owner,100000,,80000,80000,0,,,Bajaj Pulsar RS 200,Bajaj Pulsar RS 200,,,
719,Yamaha Alpha,Yamaha Alpha,Individual,1st owner,32000,,25000,25000,0,,,Yamaha Alpha,Yamaha Alpha,,,
720,Honda Livo,Honda Livo,Individual,2nd owner,14000,54253,35000,35000,0,,,Honda Livo,Honda Livo,,,
721,Mahindra Gusto,Mahindra Gusto,Individual,1st owner,70000,,25000,25000,0,,,Mahindra Gusto,Mahindra Gusto,,,
722,Bajaj Discover 125,Bajaj Discover 125,Individual,1st owner,13500,51185,26000,26000,0,,,Bajaj Discover 125,Bajaj Discover 125,,,
723,Hero Glamour 125,Hero Glamour 125,Individual,1st owner,75000,57549,15000,15000,0,,,Hero Glamour 125,Hero Glamour 125,,,
724,Honda CB Unicorn 160,Honda CB Unicorn 160,Individual,1st owner,75000,61600,50000,50000,0,,,Honda CB Unicorn 160,Honda CB Unicorn 160,,,
725,Hero Pleasure,Hero Pleasure,Individual,1st owner,52000,77545,26500,26500,0,,,Hero Pleasure,Hero Pleasure,,,
726,Royal Enfield Classic 350,Royal Enfield Classic 350,Individual,1st owner,18860,49600,135000,135000,0,,,Royal Enfield Classic 350,Royal Enfield Classic 350,,,
727,Honda CB Hornet 160R,Honda CB Hornet 160R,Individual,1st owner,2700,,80000,80000,0,,,Honda CB Hornet 160R,Honda CB Hornet 160R,,,
728,Bajaj CT 100,Bajaj CT 100,Individual,1st owner,100000,92661,30000,30000,0,,,Bajaj CT 100,Bajaj CT 100,,,
729,Yamaha FZ S V 2.0,Yamaha FZ S V 2.0,Individual,1st owner,38500,,90000,90000,0,,,Yamaha FZ S V 2.0,Yamaha FZ S V 2.0,,,
730,Bajaj Pulsar 180,Bajaj Pulsar 180,Individual,1st owner,10500,87042,85000,85000,0,,,Bajaj Pulsar 180,Bajaj Pulsar 180,,,
731,Hero Glamour 125,Hero Glamour 125,Individual,1st owner,35000,85011,54000,54000,0,,,Hero Glamour 125,Hero Glamour 125,,,
732,Bajaj CT 100,Bajaj CT 100,Individual,1st owner,17000,61600,42000,42000,0,,,Bajaj CT 100,Bajaj CT 100,,,
733,Bajaj Discover 100 T,Bajaj Discover 100 T,Individual,1st owner,2900,,25000,25000,0,,,Bajaj Discover 100 T,Bajaj Discover 100 T,,,
734,TVS Star City Plus,TVS Star City Plus,Individual,1st owner,30000,47032,50000,50000,0,,,TVS Star City Plus,TVS Star City Plus,,,
735,Honda CB Unicorn 150,Honda CB Unicorn 150,Individual,2nd owner,14000,,55000,55000,0,,,Honda CB Unicorn 150,Honda CB Unicorn 150,,,
736,Hero Passion PRO TR,Hero Passion PRO TR,Individual,1st owner,10000,74295,35000,35000,0,,,Hero Passion PRO TR,Hero Passion PRO TR,,,
737,Honda CB Shine SP,Honda CB Shine SP,Individual,1st owner,9556,54586,50000,50000,0,,,Honda CB Shine SP,Honda CB Shine SP,,,
738,Bajaj V15,Bajaj V15,Individual,1st owner,37000,64750,45000,45000,0,,,Bajaj V15,Bajaj V15,,,
739,Bajaj V15,Bajaj V15,Individual,1st owner,2700,65626,45000,45000,0,,,Bajaj V15,Bajaj V15,,,
740,Bajaj Discover 100,Bajaj Discover 100,Individual,1st owner,36000,67187,28000,28000,0,,,Bajaj Discover 100,Bajaj Discover 100,,,
741,Royal Enfield Electra 4 S,Royal Enfield Electra 4 S,Individual,2nd owner,52000,42859,80000,80000,0,,,Royal Enfield Electra 4 S,Royal Enfield Electra 4 S,,,
742,KTM 200 Duke,KTM 200 Duke,Individual,1st owner,46000,,130000,130000,0,,,KTM 200 Duke,KTM 200 Duke,,,
743,Bajaj Pulsar 220F,Bajaj Pulsar 220F,Individual,1st owner,12000,,120000,120000,0,,,Bajaj Pulsar 220F,Bajaj Pulsar 220F,,,
744,Suzuki GS150R,Suzuki GS150R,Individual,1st owner,6500,,27000,27000,0,,,Suzuki GS150R,Suzuki GS150R,,,
745,Honda Shine,Honda Shine,Individual,1st owner,14100,70851,30000,30000,0,,,Honda Shine,Honda Shine,,,
746,Honda CB Unicorn Dazzler,Honda CB Unicorn Dazzler,Individual,1st owner,40000,,50000,50000,0,,,Honda CB Unicorn Dazzler,Honda CB Unicorn Dazzler,,,
747,Honda Livo,Honda Livo,Individual,1st owner,75000,71757,45000,45000,0,,,Honda Livo,Honda Livo,,,
748,Honda Aviator,Honda Aviator,Individual,1st owner,10000,,28000,28000,0,,,Honda Aviator,Honda Aviator,,,
749,Honda Activa [2000-2015],Honda Activa [2000-2015],Individual,1st owner,29625,59183,6000,6000,0,,,Honda Activa [2000-2015],Honda Activa [2000-2015],,,
750,Hero Hunk,Hero Hunk,Individual,2nd owner,35000,50267,35000,35000,0,,,Hero Hunk,Hero Hunk,,,
751,Honda Activa 125,Honda Activa 125,Individual,1st owner,32000,78513,30000,30000,0,,,Honda Activa 125,Honda Activa 125,,,
752,Bajaj Discover 110,Bajaj Discover 110,Individual,1st owner,20000,,15000,15000,0,,,Bajaj Discover 110,Bajaj Discover 110,,,
753,Hero Xtreme [2013-2014],Hero Xtreme [2013-2014],Individual,1st owner,70000,52710,45000,45000,0,,,Hero Xtreme [2013-2014],Hero Xtreme [2013-2014],,,
754,TVS Victor GLX,TVS Victor GLX,Individual,1st owner,57000,75936,18000,18000,0,,,TVS Victor GLX,TVS Victor GLX,,,
755,Bajaj Pulsar NS200,Bajaj Pulsar NS200,Individual,1st owner,11000,,85000,85000,0,,,Bajaj Pulsar NS200,Bajaj Pulsar NS200,,,
756,Honda Aviator,Honda Aviator,Individual,1st owner,17500,,30000,30000,0,,,Honda Aviator,Honda Aviator,,,
757,Bajaj Platina 100,Bajaj Platina 100,Individual,1st owner,7000,59183,40000,40000,0,,,Bajaj Platina 100,Bajaj Platina 100,,,
758,TVS Sport,TVS Sport,Individual,1st owner,17500,,34000,34000,0,,,TVS Sport,TVS Sport,,,
759,Hero Honda Passion Plus,Hero Honda Passion Plus,Individual,1st owner,25000,,8000,8000,0,,,Hero Honda Passion Plus,Hero Honda Passion Plus,,,
760,Bajaj V15,Bajaj V15,Individual,1st owner,53500,,70000,70000,0,,,Bajaj V15,Bajaj V15,,,
761,Honda Dio,Honda Dio,Individual,1st owner,15000,67187,50000,50000,0,,,Honda Dio,Honda Dio,,,
762,Honda Dream Yuga,Honda Dream Yuga,Individual,1st owner,8000,,35000,35000,0,,,Honda Dream Yuga,Honda Dream Yuga,,,
763,Hero Honda Splendor Plus,Hero Honda Splendor Plus,Individual,1st owner,39448,56147,20000,20000,0,,,Hero Honda Splendor Plus,Hero Honda Splendor Plus,,,
764,Bajaj Pulsar 150,Bajaj Pulsar 150,Individual,1st owner,75000,,50000,50000,0,,,Bajaj Pulsar 150,Bajaj Pulsar 150,,,
765,Bajaj Discover 135,Bajaj Discover 135,Individual,1st owner,28000,,37000,37000,0,,,Bajaj Discover 135,Bajaj Discover 135,,,
766,Honda Livo,Honda Livo,Individual,1st owner,62000,,69000,69000,0,,,Honda Livo,Honda Livo,,,
767,Hero Honda Splendor NXG,Hero Honda Splendor NXG,Individual,1st owner,12000,,28000,28000,0,,,Hero Honda Splendor NXG,Hero Honda Splendor NXG,,,
768,Bajaj Discover 125,Bajaj Discover 125,Individual,1st owner,49999,,25000,25000,0,,,Bajaj Discover 125,Bajaj Discover 125,,,
769,Yamaha FZ V 2.0,Yamaha FZ V 2.0,Individual,1st owner,70000,57549,60000,60000,0,,,Yamaha FZ V 2.0,Yamaha FZ V 2.0,,,
770,Yamaha SZ-S,Yamaha SZ-S,Individual,1st owner,25000,81508,50000,50000,0,,,Yamaha SZ-S,Yamaha SZ-S,,,
771,Royal Enfield Thunderbird 350,Royal Enfield Thunderbird 350,Individual,1st owner,20000,72532,135000,135000,0,,,Royal Enfield Thunderbird 350,Royal Enfield Thunderbird 350,,,
772,Bajaj Discover 125 M,Bajaj Discover 125 M,Individual,1st owner,4500,,30000,30000,0,,,Bajaj Discover 125 M,Bajaj Discover 125 M,,,
773,Yamaha FZ S [2012-2016],Yamaha FZ S [2012-2016],Individual,1st owner,45000,49146,60000,60000,0,,,Yamaha FZ S [2012-2016],Yamaha FZ S [2012-2016],,,
774,Honda Activa [2000-2015],Honda Activa [2000-2015],Individual,1st owner,68000,79432,23000,23000,0,,,Honda Activa [2000-2015],Honda Activa [2000-2015],,,
775,Bajaj Xcd,Bajaj Xcd,Individual,1st owner,95000,50267,20000,20000,0,,,Bajaj Xcd,Bajaj Xcd,,,
776,Bajaj Avenger Street 160,Bajaj Avenger Street 160,Individual,1st owner,16000,,80000,80000,0,,,Bajaj Avenger Street 160,Bajaj Avenger Street 160,,,
777,Royal Enfield Electra 5 S,Royal Enfield Electra 5 S,Individual,1st owner,5000,,99000,99000,0,,,Royal Enfield Electra 5 S,Royal Enfield Electra 5 S,,,
778,TVS Apache RTR 200 4V,TVS Apache RTR 200 4V,Individual,2nd owner,36000,,90000,90000,0,,,TVS Apache RTR 200 4V,TVS Apache RTR 200 4V,,,
779,Hero Honda Splendor Plus,Hero Honda Splendor Plus,Individual,1st owner,70000,,20000,20000,0,,,Hero Honda Splendor Plus,Hero Honda Splendor Plus,,,
780,Hero Glamour 125,Hero Glamour 125,Individual,1st owner,27370,,50000,50000,0,,,Hero Glamour 125,Hero Glamour 125,,,
781,TVS Victor GLX,TVS Victor GLX,Individual,1st owner,8600,61600,27000,27000,0,,,TVS Victor GLX,TVS Victor GLX,,,
782,Honda Grazia,Honda Grazia,Individual,1st owner,49000,,60000,60000,0,,,Honda Grazia,Honda Grazia,,,
783,Bajaj Pulsar 150 [2001-2011],Bajaj Pulsar 150 [2001-2011],Individual,1st owner,16000,,12000,12000,0,,,Bajaj Pulsar 150 [2001-2011],Bajaj Pulsar 150 [2001-2011],,,
784,Hero Xtreme 2014,Hero Xtreme 2014,Individual,2nd owner,100000,,50000,50000,0,,,Hero Xtreme 2014,Hero Xtreme 2014,,,
785,Hero Pleasure,Hero Pleasure,Individual,1st owner,10000,72973,20000,20000,0,,,Hero Pleasure,Hero Pleasure,,,
786,Hero Passion XPro,Hero Passion XPro,Individual,2nd owner,30000,49600,45000,45000,0,,,Hero Passion XPro,Hero Passion XPro,,,
787,Hero Super Splendor,Hero Super Splendor,Individual,1st owner,7000,58900,40000,40000,0,,,Hero Super Splendor,Hero Super Splendor,,,
788,Yamaha FZ S [2012-2016],Yamaha FZ S [2012-2016],Individual,1st owner,68000,,45000,45000,0,,,Yamaha FZ S [2012-2016],Yamaha FZ S [2012-2016],,,
789,Honda Activa [2000-2015],Honda Activa [2000-2015],Individual,2nd owner,20000,79432,25000,25000,0,,,Honda Activa [2000-2015],Honda Activa [2000-2015],,,
790,Hero Glamour FI,Hero Glamour FI,Individual,1st owner,25000,50267,75000,75000,0,,,Hero Glamour FI,Hero Glamour FI,,,
791,Hero Honda Passion Plus,Hero Honda Passion Plus,Individual,1st owner,8900,71150,25000,25000,0,,,Hero Honda Passion Plus,Hero Honda Passion Plus,,,
792,Hero Splendor Plus,Hero Splendor Plus,Individual,1st owner,70000,,25000,25000,0,,,Hero Splendor Plus,Hero Splendor Plus,,,
793,Hero Xpulse 200,Hero Xpulse 200,Individual,2nd owner,40000,,100000,100000,0,,,Hero Xpulse 200,Hero Xpulse 200,,,
794,Honda CB Unicorn 150,Honda CB Unicorn 150,Individual,1st owner,8500,107500,30000,30000,0,,,Honda CB Unicorn 150,Honda CB Unicorn 150,,,
795,Bajaj Discover 135,Bajaj Discover 135,Individual,1st owner,32000,74295,25000,25000,0,,,Bajaj Discover 135,Bajaj Discover 135,,,
796,Hero Honda Splendor,Hero Honda Splendor,Individual,1st owner,55000,,10000,10000,0,,,Hero Honda Splendor,Hero Honda Splendor,,,
797,Hero Honda CD Deluxe,Hero Honda CD Deluxe,Individual,1st owner,75000,,25000,25000,0,,,Hero Honda CD Deluxe,Hero Honda CD Deluxe,,,
798,Royal Enfield Electra Twinspark,Royal Enfield Electra Twinspark,Individual,3rd owner,65000,,120000,120000,0,,,Royal Enfield Electra Twinspark,Royal Enfield Electra Twinspark,,,
799,Honda Dream Neo,Honda Dream Neo,Individual,1st owner,345000,,42000,42000,0,,,Honda Dream Neo,Honda Dream Neo,,,
800,Hero Maestro,Hero Maestro,Individual,1st owner,21000,53415,30000,30000,0,,,Hero Maestro,Hero Maestro,,,
801,Honda CBR150 R,Honda CBR150 R,Individual,1st owner,60000,49412,77000,77000,0,,,Honda CBR150 R,Honda CBR150 R,,,
802,Honda CB Unicorn Dazzler,Honda CB Unicorn Dazzler,Individual,1st owner,38000,132513,25000,25000,0,,,Honda CB Unicorn Dazzler,Honda CB Unicorn Dazzler,,,
803,TVS Apache [2006],TVS Apache [2006],Individual,1st owner,40000,71757,15000,15000,0,,,TVS Apache [2006],TVS Apache [2006],,,
804,Hero Passion XPro,Hero Passion XPro,Individual,1st owner,40000,,25000,25000,0,,,Hero Passion XPro,Hero Passion XPro,,,
805,Honda Activa 5G,Honda Activa 5G,Individual,1st owner,25000,59640,50000,50000,0,,,Honda Activa 5G,Honda Activa 5G,,,
806,Honda Activa i,Honda Activa i,Individual,1st owner,25000,57957,30000,30000,0,,,Honda Activa i,Honda Activa i,,,
807,TVS Apache RTR 200 4V,TVS Apache RTR 200 4V,Individual,1st owner,25000,53900,125000,125000,0,,,TVS Apache RTR 200 4V,TVS Apache RTR 200 4V,,,
808,Hero Honda CBZ extreme,Hero Honda CBZ extreme,Individual,1st owner,3000,,35000,35000,0,,,Hero Honda CBZ extreme,Hero Honda CBZ extreme,,,
809,Suzuki Gixxer [2014-2018],Suzuki Gixxer [2014-2018],Individual,1st owner,28000,,45000,45000,0,,,Suzuki Gixxer [2014-2018],Suzuki Gixxer [2014-2018],,,
810,Hero Xpulse 200,Hero Xpulse 200,Individual,1st owner,40000,78316,98000,98000,0,,,Hero Xpulse 200,Hero Xpulse 200,,,
811,Bajaj Pulsar 150,Bajaj Pulsar 150,Individual,1st owner,8500,107500,75000,75000,0,,,Bajaj Pulsar 150,Bajaj Pulsar 150,,,
812,Bajaj Pulsar AS150,Bajaj Pulsar AS150,Individual,1st owner,30000,,55000,55000,0,,,Bajaj Pulsar AS150,Bajaj Pulsar AS150,,,
813,Bajaj Platina 100,Bajaj Platina 100,Individual,2nd owner,20000,80821,25000,25000,0,,,Bajaj Platina 100,Bajaj Platina 100,,,
814,Honda CB Twister,Honda CB Twister,Individual,1st owner,30000,,70000,70000,0,,,Honda CB Twister,Honda CB Twister,,,
815,Suzuki SlingShot,Suzuki SlingShot,Individual,1st owner,12566,49150,24000,24000,0,,,Suzuki SlingShot,Suzuki SlingShot,,,
816,TVS Apache RTR 160,TVS Apache RTR 160,Individual,1st owner,17000,,70000,70000,0,,,TVS Apache RTR 160,TVS Apache RTR 160,,,
817,Bajaj V12,Bajaj V12,Individual,1st owner,17000,,45000,45000,0,,,Bajaj V12,Bajaj V12,,,
818,Hero Karizma 2014,Hero Karizma 2014,Individual,1st owner,35000,58906,25000,25000,0,,,Hero Karizma 2014,Hero Karizma 2014,,,
819,Yamaha YZF R15 V3,Yamaha YZF R15 V3,Individual,1st owner,40000,86744,170000,170000,0,,,Yamaha YZF R15 V3,Yamaha YZF R15 V3,,,
820,Yamaha Fascino 110,Yamaha Fascino 110,Individual,1st owner,1400,146400,38000,38000,0,,,Yamaha Fascino 110,Yamaha Fascino 110,,,
821,Honda CB Unicorn 160,Honda CB Unicorn 160,Individual,1st owner,37000,54500,45000,45000,0,,,Honda CB Unicorn 160,Honda CB Unicorn 160,,,
822,Yamaha Gladiator,Yamaha Gladiator,Individual,1st owner,15000,77545,15000,15000,0,,,Yamaha Gladiator,Yamaha Gladiator,,,
823,Hero Honda Glamour,Hero Honda Glamour,Individual,1st owner,46000,,45000,45000,0,,,Hero Honda Glamour,Hero Honda Glamour,,,
824,Bajaj Discover 100,Bajaj Discover 100,Individual,1st owner,75000,,22000,22000,0,,,Bajaj Discover 100,Bajaj Discover 100,,,
825,Mahindra Gusto,Mahindra Gusto,Individual,1st owner,14289,42859,30000,30000,0,,,Mahindra Gusto,Mahindra Gusto,,,
826,Royal Enfield Thunderbird 350,Royal Enfield Thunderbird 350,Individual,2nd owner,20000,51185,100000,100000,0,,,Royal Enfield Thunderbird 350,Royal Enfield Thunderbird 350,,,
827,Royal Enfield Classic 350,Royal Enfield Classic 350,Individual,1st owner,28000,,100000,100000,0,,,Royal Enfield Classic 350,Royal Enfield Classic 350,,,
828,Bajaj Pulsar 150,Bajaj Pulsar 150,Individual,1st owner,19000,,60000,60000,0,,,Bajaj Pulsar 150,Bajaj Pulsar 150,,,
829,Royal Enfield Electra Twinspark,Royal Enfield Electra Twinspark,Individual,1st owner,28450,,100000,100000,0,,,Royal Enfield Electra Twinspark,Royal Enfield Electra Twinspark,,,
830,Bajaj Pulsar 150,Bajaj Pulsar 150,Individual,1st owner,31500,,40000,40000,0,,,Bajaj Pulsar 150,Bajaj Pulsar 150,,,
831,Bajaj Pulsar 150,Bajaj Pulsar 150,Individual,1st owner,28000,,21000,21000,0,,,Bajaj Pulsar 150,Bajaj Pulsar 150,,,
832,Hero HF Deluxe,Hero HF Deluxe,Individual,1st owner,100000,,40000,40000,0,,,Hero HF Deluxe,Hero HF Deluxe,,,
833,Honda Activa [2000-2015],Honda Activa [2000-2015],Individual,1st owner,16000,,25000,25000,0,,,Honda Activa [2000-2015],Honda Activa [2000-2015],,,
834,Yamaha FZ S [2012-2016],Yamaha FZ S [2012-2016],Individual,1st owner,17860,50267,45000,45000,0,,,Yamaha FZ S [2012-2016],Yamaha FZ S [2012-2016],,,
835,Bajaj Avenger Cruise 220,Bajaj Avenger Cruise 220,Individual,1st owner,24000,79432,75000,75000,0,,,Bajaj Avenger Cruise 220,Bajaj Avenger Cruise 220,,,
836,Honda Dio,Honda Dio,Individual,1st owner,10950,,45000,45000,0,,,Honda Dio,Honda Dio,,,
837,Honda Activa i [2016-2017],Honda Activa i [2016-2017],Individual,1st owner,35850,,35000,35000,0,,,Honda Activa i [2016-2017],Honda Activa i [2016-2017],,,
838,Royal Enfield Bullet 350 [2007-2011],Royal Enfield Bullet 350 [2007-2011],Individual,1st owner,29000,53436,60000,60000,0,,,Royal Enfield Bullet 350 [2007-2011],Royal Enfield Bullet 350 [2007-2011],,,
839,Yamaha FZ V 2.0,Yamaha FZ V 2.0,Individual,2nd owner,4000,,60000,60000,0,,,Yamaha FZ V 2.0,Yamaha FZ V 2.0,,,
840,Royal Enfield Classic 350,Royal Enfield Classic 350,Individual,1st owner,45420,81508,130000,130000,0,,,Royal Enfield Classic 350,Royal Enfield Classic 350,,,
841,Honda CB Shine SP,Honda CB Shine SP,Individual,2nd owner,35000,,42000,42000,0,,,Honda CB Shine SP,Honda CB Shine SP,,,
842,Bajaj V15,Bajaj V15,Individual,1st owner,19800,64750,76000,76000,0,,,Bajaj V15,Bajaj V15,,,
843,Hero CBZ,Hero CBZ,Individual,1st owner,23000,65626,40000,40000,0,,,Hero CBZ,Hero CBZ,,,
844,Hero Splendor Plus,Hero Splendor Plus,Individual,1st owner,35000,,65000,65000,0,,,Hero Splendor Plus,Hero Splendor Plus,,,
845,Bajaj Discover 100 T,Bajaj Discover 100 T,Individual,1st owner,7500,,20000,20000,0,,,Bajaj Discover 100 T,Bajaj Discover 100 T,,,
846,Honda CB Hornet 160R,Honda CB Hornet 160R,Individual,1st owner,20000,47032,75000,75000,0,,,Honda CB Hornet 160R,Honda CB Hornet 160R,,,
847,Honda CB Hornet 160R,Honda CB Hornet 160R,Individual,1st owner,72000,92661,70000,70000,0,,,Honda CB Hornet 160R,Honda CB Hornet 160R,,,
848,TVS Apache RTR 160 4V,TVS Apache RTR 160 4V,Individual,1st owner,7000,92661,105000,105000,0,,,TVS Apache RTR 160 4V,TVS Apache RTR 160 4V,,,
849,Honda CB Shine SP,Honda CB Shine SP,Individual,1st owner,6000,,50000,50000,0,,,Honda CB Shine SP,Honda CB Shine SP,,,
850,Royal Enfield Classic 350,Royal Enfield Classic 350,Individual,1st owner,34300,62317,120000,120000,0,,,Royal Enfield Classic 350,Royal Enfield Classic 350,,,
851,Bajaj Pulsar 180,Bajaj Pulsar 180,Individual,1st owner,7199,,25000,25000,0,,,Bajaj Pulsar 180,Bajaj Pulsar 180,,,
852,TVS XL 100,TVS XL 100,Individual,1st owner,43000,85011,30000,30000,0,,,TVS XL 100,TVS XL 100,,,
853,Hero Super Splendor,Hero Super Splendor,Individual,1st owner,8000,30490,50000,50000,0,,,Hero Super Splendor,Hero Super Splendor,,,
854,Hero Honda CBZ extreme,Hero Honda CBZ extreme,Individual,1st owner,9999,,25000,25000,0,,,Hero Honda CBZ extreme,Hero Honda CBZ extreme,,,
855,Bajaj Pulsar 180,Bajaj Pulsar 180,Individual,1st owner,80000,,50000,50000,0,,,Bajaj Pulsar 180,Bajaj Pulsar 180,,,
856,Bajaj Discover 150,Bajaj Discover 150,Individual,1st owner,30000,85011,35000,35000,0,,,Bajaj Discover 150,Bajaj Discover 150,,,
857,Bajaj Pulsar 180,Bajaj Pulsar 180,Individual,1st owner,12000,54299,30000,30000,0,,,Bajaj Pulsar 180,Bajaj Pulsar 180,,,
858,Honda Shine,Honda Shine,Individual,1st owner,17500,85011,37000,37000,0,,,Honda Shine,Honda Shine,,,
859,Honda CB Unicorn 150,Honda CB Unicorn 150,Individual,1st owner,45000,,42000,42000,0,,,Honda CB Unicorn 150,Honda CB Unicorn 150,,,
860,Royal Enfield Himalayan,Royal Enfield Himalayan,Individual,1st owner,38000,74295,119000,119000,0,,,Royal Enfield Himalayan,Royal Enfield Himalayan,,,
861,Kawasaki Ninja 650 [2018-2019],Kawasaki Ninja 650 [2018-2019],Individual,1st owner,19800,,300000,300000,0,,,Kawasaki Ninja 650 [2018-2019],Kawasaki Ninja 650 [2018-2019],,,
862,Royal Enfield Classic 350,Royal Enfield Classic 350,Individual,1st owner,12000,589000,130000,130000,0,,,Royal Enfield Classic 350,Royal Enfield Classic 350,,,
863,Hero Honda Passion Plus,Hero Honda Passion Plus,Individual,2nd owner,10000,,22000,22000,0,,,Hero Honda Passion Plus,Hero Honda Passion Plus,,,
864,Hero Honda Splendor Plus,Hero Honda Splendor Plus,Individual,2nd owner,85000,,15000,15000,0,,,Hero Honda Splendor Plus,Hero Honda Splendor Plus,,,
865,Benelli TNT 25,Benelli TNT 25,Individual,1st owner,70000,,160000,160000,0,,,Benelli TNT 25,Benelli TNT 25,,,
866,Royal Enfield Thunderbird 500X,Royal Enfield Thunderbird 500X,Individual,1st owner,2009,170994,185000,185000,0,,,Royal Enfield Thunderbird 500X,Royal Enfield Thunderbird 500X,,,
867,Royal Enfield Continental GT [2013 - 2018],Royal Enfield Continental GT [2013 - 2018],Individual,1st owner,1500,198605,110000,110000,0,,,Royal Enfield Continental GT [2013 - 2018],Royal Enfield Continental GT [2013 - 2018],,,
868,KTM RC 200,KTM RC 200,Individual,1st owner,12077,208902,150000,150000,0,,,KTM RC 200,KTM RC 200,,,
869,Royal Enfield Bullet 350 [2007-2011],Royal Enfield Bullet 350 [2007-2011],Individual,1st owner,20000,,150000,150000,0,,,Royal Enfield Bullet 350 [2007-2011],Royal Enfield Bullet 350 [2007-2011],,,
870,Bajaj Pulsar 220F,Bajaj Pulsar 220F,Individual,3rd owner,20000,,45000,45000,0,,,Bajaj Pulsar 220F,Bajaj Pulsar 220F,,,
871,Bajaj Avenger Street 220,Bajaj Avenger Street 220,Individual,1st owner,40000,,75000,75000,0,,,Bajaj Avenger Street 220,Bajaj Avenger Street 220,,,
872,Honda Activa 125 [2016-2017],Honda Activa 125 [2016-2017],Individual,1st owner,12000,95955,50000,50000,0,,,Honda Activa 125 [2016-2017],Honda Activa 125 [2016-2017],,,
873,Honda Shine,Honda Shine,Individual,1st owner,27000,61545,30000,30000,0,,,Honda Shine,Honda Shine,,,
874,Bajaj Discover 150F,Bajaj Discover 150F,Individual,1st owner,93000,,30000,30000,0,,,Bajaj Discover 150F,Bajaj Discover 150F,,,
875,Bajaj Pulsar 150 [2001-2011],Bajaj Pulsar 150 [2001-2011],Individual,1st owner,12000,64071,22000,22000,0,,,Bajaj Pulsar 150 [2001-2011],Bajaj Pulsar 150 [2001-2011],,,
876,Hero Karizma ZMR,Hero Karizma ZMR,Individual,1st owner,36000,,75000,75000,0,,,Hero Karizma ZMR,Hero Karizma ZMR,,,
877,Honda Dream Yuga,Honda Dream Yuga,Individual,1st owner,11000,108000,45000,45000,0,,,Honda Dream Yuga,Honda Dream Yuga,,,
878,Hero Glamour 125,Hero Glamour 125,Individual,1st owner,26000,56147,35000,35000,0,,,Hero Glamour 125,Hero Glamour 125,,,
